area_sqft,bedrooms,bathrooms,age_years,parking,location,furnished,property_type,price
1165.0,2,1.0,26,yes,downtown,yes,apartment,222200
1832.0,3,2.0,25,yes,suburban,yes,apartment,254600
500.0,1,1.0,36,no,urban,no,apartment,110300
869.0,2,1.0,28,yes,downtown,no,house,130100
965.0,1,1.0,31,yes,rural,yes,apartment,146100
1412.0,3,2.0,17,no,suburban,no,house,261200
1012.0,2,1.0,20,yes,urban,yes,apartment,190100
1338.0,2,4.0,16,yes,,no,house,284800
1722.0,2,2.0,28,yes,suburban,yes,apartment,252800
872.0,1,1.0,15,no,urban,yes,apartment,195400
1983.0,4,4.0,17,no,urban,no,house,307700
1159.0,1,1.0,26,,urban,yes,house,183900
2171.0,6,4.0,11,yes,suburban,yes,apartment,417600
990.0,2,2.0,15,yes,urban,no,apartment,135700
500.0,1,1.0,39,yes,urban,yes,house,78300
889.0,2,2.0,11,no,urban,yes,apartment,213800
1668.0,4,3.0,32,yes,suburban,yes,house,297600
1462.0,4,2.0,6,no,suburban,yes,villa,311800
2025.0,4,3.0,34,yes,rural,no,villa,370100
1698.0,3,2.0,7,,suburban,yes,apartment,236900
1894.0,5,4.0,2,no,urban,no,house,403900
1327.0,4,2.0,36,yes,urban,no,villa,213800
1911.0,4,3.0,4,yes,urban,yes,apartment,367100
500.0,1,1.0,28,yes,suburban,no,house,62400
1714.0,2,1.0,15,no,rural,no,house,260000
1096.0,3,3.0,11,no,suburban,yes,apartment,188800
2159.0,4,2.0,30,no,urban,no,apartment,287600
1379.0,3,1.0,27,no,urban,yes,apartment,196100
1563.0,4,3.0,19,no,downtown,yes,apartment,287300
500.0,1,1.0,8,yes,suburban,no,apartment,161019
1717.0,2,1.0,38,no,downtown,yes,apartment,226600
1537.0,4,3.0,39,yes,downtown,yes,apartment,215800
1047.0,2,1.0,0,yes,urban,yes,apartment,212800
509.0,1,1.0,18,yes,urban,yes,apartment,134000
842.0,2,1.0,13,yes,rural,no,house,138200
1838.0,3,2.0,6,yes,,no,house,321300
964.0,1,1.0,27,yes,rural,yes,apartment,181400
1618.0,3,2.0,13,yes,downtown,no,apartment,320300
1306.0,2,2.0,37,no,urban,yes,apartment,166500
583.0,2,1.0,18,yes,urban,yes,apartment,118800
1061.0,3,2.0,22,yes,urban,no,house,186900
1461.0,3,2.0,15,yes,suburban,yes,apartment,283800
2297.0,6,5.0,31,no,rural,yes,apartment,357800
1172.0,3,2.0,36,yes,downtown,no,apartment,236600
1298.0,2,1.0,21,no,rural,no,apartment,139500
1941.0,4,2.0,12,yes,suburban,yes,house,241700
1305.0,3,2.0,19,no,suburban,no,house,182400
1611.0,3,3.0,7,,rural,no,house,288800
1600.0,3,2.0,7,yes,rural,no,apartment,270900
2470.0,5,4.0,2,no,rural,no,apartment,359300
1748.0,4,3.0,9,yes,rural,no,apartment,307000
987.0,2,1.0,21,no,suburban,yes,house,192900
1241.0,2,2.0,4,yes,urban,yes,apartment,196100
1407.0,3,3.0,32,no,rural,yes,house,225800
2405.0,4,4.0,38,no,urban,yes,house,378400
1408.0,2,1.0,33,yes,urban,no,apartment,163100
2689.0,5,3.0,10,yes,rural,no,apartment,399400
1358.0,1,1.0,10,no,downtown,no,house,245500
1825.0,4,2.0,29,no,suburban,yes,house,347000
1241.0,1,1.0,28,yes,rural,yes,house,104100
925.0,2,2.0,25,yes,suburban,yes,house,203100
1122.0,3,2.0,24,yes,rural,no,house,139400
2207.0,4,2.0,31,yes,suburban,no,house,291200
1750.0,2,2.0,7,no,suburban,no,apartment,309200
1229.0,2,2.0,3,yes,urban,yes,villa,291600
1684.0,4,2.0,5,yes,urban,yes,apartment,312300
1022.0,1,1.0,11,yes,rural,no,house,196000
670.0,1,2.0,19,no,downtown,no,house,131500
1816.0,4,3.0,28,yes,suburban,no,apartment,238700
1670.0,2,1.0,39,no,downtown,no,apartment,201100
2119.0,4,3.0,39,yes,suburban,no,apartment,278100
1767.0,3,2.0,15,yes,rural,yes,villa,320200
2324.0,3,2.0,19,no,rural,no,apartment,275300
808.0,2,2.0,38,yes,suburban,no,house,102600
1164.0,2,1.0,14,yes,suburban,no,apartment,162500
1560.0,4,4.0,23,no,urban,no,house,299200
1778.0,4,4.0,21,yes,rural,no,house,249300
508.0,1,1.0,22,no,suburban,yes,apartment,108200
2212.0,5,4.0,30,yes,downtown,no,house,382900
1926.0,4,3.0,7,no,downtown,yes,house,364100
1344.0,3,2.0,2,yes,suburban,no,apartment,259100
1415.0,4,2.0,16,yes,suburban,no,apartment,308000
869.0,2,2.0,37,yes,urban,yes,apartment,97600
2021.0,5,3.0,12,no,suburban,no,house,395200
1415.0,3,2.0,37,yes,suburban,yes,house,222300
1069.0,2,2.0,39,yes,urban,no,house,175700
1794.0,4,3.0,23,no,urban,no,villa,327600
647.0,2,1.0,26,yes,rural,yes,house,78900
1583.0,3,2.0,19,no,downtown,no,house,265100
1541.0,3,1.0,32,no,rural,yes,house,202300
1906.0,4,3.0,38,yes,urban,yes,house,291900
1518.0,2,1.0,21,yes,urban,no,house,271900
1264.0,3,2.0,40,yes,rural,no,apartment,161600
1397.0,2,2.0,25,no,suburban,no,villa,249800
2085.0,4,3.0,30,yes,suburban,no,house,350100
1380.0,4,3.0,16,yes,downtown,yes,apartment,268800
1590.0,3,1.0,30,,suburban,no,apartment,193000
500.0,1,1.0,28,yes,downtown,no,house,310425
1521.0,3,3.0,39,yes,urban,yes,apartment,246900
1719.0,3,2.0,19,yes,suburban,no,house,271200
916.0,1,1.0,29,no,urban,no,apartment,63100
1520.0,3,3.0,9,yes,suburban,yes,house,257300
1245.0,3,3.0,28,no,downtown,no,apartment,201800
729.0,1,1.0,9,yes,suburban,yes,apartment,146000
1050.0,2,2.0,7,yes,downtown,yes,house,221800
2676.0,5,3.0,5,no,suburban,yes,apartment,468800
1016.0,2,1.0,35,no,urban,yes,apartment,160800
805.0,1,1.0,21,,urban,no,house,112500
1459.0,3,2.0,39,no,urban,no,house,205100
757.0,2,2.0,7,yes,suburban,no,apartment,189500
1768.0,3,2.0,14,no,rural,yes,house,267800
1752.0,3,2.0,35,yes,rural,yes,apartment,247300
1168.0,2,1.0,20,no,rural,yes,house,169100
1073.0,2,1.0,12,no,rural,yes,apartment,154200
1728.0,3,2.0,15,yes,suburban,no,villa,371600
1625.0,3,2.0,28,yes,rural,yes,house,285300
1415.0,3,2.0,28,yes,urban,yes,apartment,207100
1203.0,2,1.0,8,no,suburban,no,house,211600
1264.0,1,1.0,36,yes,downtown,no,house,122200
519.0,2,1.0,25,yes,suburban,no,apartment,58400
1888.0,4,2.0,19,yes,urban,no,apartment,330000
2394.0,3,2.0,20,yes,suburban,yes,house,431300
1166.0,2,1.0,24,no,urban,no,house,132400
1114.0,2,2.0,18,yes,urban,yes,villa,287200
1121.0,3,1.0,12,yes,rural,yes,apartment,159100
1814.0,5,3.0,33,yes,suburban,no,apartment,242200
2020.0,5,3.0,37,no,rural,no,house,323000
1313.0,1,1.0,31,no,downtown,yes,apartment,135700
749.0,1,1.0,29,yes,urban,yes,apartment,83700
1603.0,4,3.0,40,yes,urban,no,apartment,222900
1316.0,3,2.0,7,no,downtown,yes,apartment,236200
1268.0,2,1.0,35,yes,rural,no,apartment,163400
1459.0,2,1.0,20,no,suburban,yes,villa,203100
2082.0,5,4.0,19,no,rural,yes,apartment,379400
1531.0,4,3.0,33,no,downtown,yes,apartment,252400
1213.0,2,1.0,8,yes,urban,no,house,156100
1417.0,3,3.0,31,yes,urban,yes,house,246200
1424.0,3,2.0,36,yes,rural,no,apartment,200300
1196.0,3,2.0,35,no,suburban,yes,house,153100
1347.0,3,2.0,0,no,suburban,yes,apartment,213200
1805.0,2,1.0,39,no,rural,yes,apartment,260400
1624.0,4,3.0,9,yes,downtown,yes,house,293600
2189.0,4,3.0,22,yes,urban,no,apartment,299700
1019.0,3,1.0,32,no,urban,no,apartment,113000
876.0,2,1.0,37,no,rural,yes,apartment,96400
1266.0,1,1.0,21,no,urban,yes,house,185900
1053.0,3,2.0,11,yes,suburban,yes,house,252400
2471.0,6,4.0,8,yes,urban,no,apartment,366500
971.0,2,2.0,15,yes,urban,yes,apartment,176500
550.0,2,1.0,3,yes,rural,no,house,116000
2230.0,4,3.0,29,yes,urban,yes,house,371700
990.0,1,1.0,29,no,urban,yes,apartment,98300
2141.0,4,3.0,13,no,urban,yes,house,422200
1934.0,3,2.0,39,yes,suburban,no,house,270700
1056.0,1,1.0,24,yes,urban,no,house,195700
665.0,1,1.0,27,no,urban,yes,apartment,80800
1477.0,3,2.0,39,yes,urban,no,apartment,197200
1264.0,2,1.0,34,no,urban,no,house,143900
1318.0,3,2.0,2,yes,suburban,yes,villa,276100
1252.0,1,1.0,12,no,urban,no,villa,200900
1035.0,3,2.0,33,yes,urban,no,villa,206900
912.0,2,2.0,31,yes,suburban,yes,house,186600
1420.0,2,1.0,34,no,downtown,yes,villa,211600
2169.0,3,2.0,22,yes,rural,yes,house,301100
2037.0,3,2.0,15,no,urban,no,apartment,356000
1511.0,3,2.0,34,no,suburban,no,house,290200
1773.0,5,4.0,15,yes,suburban,yes,house,341300
1788.0,3,2.0,19,yes,urban,no,villa,314900
2006.0,4,3.0,21,yes,rural,yes,house,314200
893.0,2,3.0,26,yes,rural,yes,villa,155300
1611.0,4,2.0,17,yes,suburban,no,apartment,303100
1051.0,2,1.0,25,yes,urban,no,apartment,124000
1643.0,3,2.0,36,yes,suburban,yes,house,220000
1380.0,3,1.0,26,no,rural,yes,house,233200
1253.0,3,1.0,34,yes,downtown,no,villa,226000
646.0,1,1.0,0,no,suburban,no,apartment,95700
938.0,2,1.0,3,yes,suburban,no,house,260300
1420.0,4,2.0,11,no,downtown,no,apartment,207100
676.0,1,1.0,8,no,urban,yes,house,165200
1294.0,4,3.0,10,yes,rural,no,house,247500
2067.0,4,3.0,28,yes,suburban,yes,house,319900
1874.0,3,3.0,11,no,suburban,no,villa,329500
1290.0,3,2.0,20,no,urban,no,apartment,222600
